row_id,og_id,car_brand,car_name,engine,total_speed_kmh,fuel_type,cc_capacity,kwh_capacity,_idx,price_min,price_max,horsepower_min,horsepower_max,torque_nm_min,torque_nm_max,0_100_kmh_performance_secs_min,0_100_kmh_performance_secs_max,seats_min,seats_max,region,country,price_tier
608-0,608,Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,293,petrol,2981.0,,0,106100.0,106100.0,379.0,379.0,450.0,450.0,4.2,4.2,4,4,Europe,Germany,Luxury
609-0,609,Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,304,petrol,2981.0,,0,129900.0,129900.0,443.0,443.0,530.0,530.0,3.9,3.9,4,4,Europe,Germany,Luxury
610-0,610,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,293,petrol,2981.0,,0,113300.0,113300.0,379.0,379.0,450.0,450.0,4.4,4.4,4,4,Europe,Germany,Luxury
611-0,611,Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,311,petrol,2981.0,,0,137000.0,137000.0,473.0,473.0,570.0,570.0,3.3,3.3,4,4,Europe,Germany,Luxury
612-0,612,Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,307,petrol,2981.0,,0,157300.0,157300.0,473.0,473.0,570.0,570.0,3.5,3.5,4,4,Europe,Germany,Luxury
613-0,613,Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,320,petrol,3745.0,,0,184100.0,184100.0,572.0,572.0,750.0,750.0,2.9,2.9,4,4,Europe,Germany,Luxury
614-0,614,Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,330,petrol,3745.0,,0,207000.0,207000.0,640.0,640.0,800.0,800.0,2.7,2.7,4,4,Europe,Germany,Luxury
615-0,615,Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,318,petrol,3996.0,,0,170000.0,170000.0,502.0,502.0,470.0,470.0,3.9,3.9,2,2,Europe,Germany,Luxury
616-0,616,Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,296,petrol,3996.0,,0,223800.0,223800.0,525.0,525.0,465.0,465.0,3.2,3.2,2,2,Europe,Germany,Luxury
617-0,617,Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,240,petrol,2981.0,,0,222000.0,222000.0,473.0,473.0,570.0,570.0,3.4,3.4,4,4,Europe,Germany,Luxury
618-0,618,Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,311,petrol,2981.0,,0,145300.0,145300.0,473.0,473.0,570.0,570.0,3.2,3.2,4,4,Europe,Germany,Luxury
619-0,619,Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,289,petrol,2981.0,,0,135500.0,135500.0,379.0,379.0,450.0,450.0,4.3,4.3,4,4,Europe,Germany,Luxury
620-0,620,Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,330,petrol,3745.0,,0,258000.0,258000.0,607.0,607.0,750.0,750.0,2.9,2.9,4,4,Europe,Germany,Supercar
621-0,621,Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,340,petrol,3745.0,,0,293200.0,293200.0,700.0,700.0,750.0,750.0,2.8,2.8,2,2,Europe,Germany,Supercar
622-0,622,Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,290,petrol,3996.0,,0,245000.0,245000.0,510.0,510.0,470.0,470.0,3.4,3.4,1,1,Europe,Germany,Luxury
623-0,623,Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,315,petrol,3996.0,,0,222000.0,222000.0,500.0,500.0,450.0,450.0,3.4,3.4,2,2,Europe,Germany,Luxury
624-0,624,Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,296,petrol,4194.0,,0,750000.0,750000.0,515.0,515.0,480.0,480.0,3.1,3.1,1,1,Europe,Germany,Supercar
625-0,625,Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,293,petrol,2981.0,,0,116000.0,116000.0,379.0,379.0,450.0,450.0,4.4,4.4,4,4,Europe,Germany,Luxury
626-0,626,Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,318,petrol,3745.0,,0,191300.0,191300.0,572.0,572.0,750.0,750.0,3.0,3.0,4,4,Europe,Germany,Luxury
627-0,627,Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,240,petrol,2981.0,,0,233000.0,233000.0,473.0,473.0,570.0,570.0,3.5,3.5,4,4,Europe,Germany,Luxury
628-0,628,Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,170,petrol,1199.0,,0,8200.0,8200.0,86.0,86.0,113.0,113.0,13.0,13.0,5,5,Asia,India,Budget
629-0,629,Tata Motors,Tiago EV,Permanent Magnet Synchronous,120,electric,,24.0,0,11000.0,11000.0,74.0,74.0,114.0,114.0,5.7,5.7,5,5,Asia,India,Budget
630-0,630,Tata Motors,Altroz,1.2L Revotron Petrol,170,petrol,1199.0,,0,10400.0,10400.0,86.0,86.0,113.0,113.0,12.0,12.0,5,5,Asia,India,Budget
630-1,630,Tata Motors,Altroz,1.5L Diesel,170,diesel,1497.0,,1,10400.0,10400.0,89.0,89.0,200.0,200.0,12.0,12.0,5,5,Asia,India,Budget
631-0,631,Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,170,petrol,1199.0,,0,11300.0,11300.0,86.0,86.0,113.0,113.0,12.5,12.5,5,5,Asia,India,Budget
632-0,632,Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,180,petrol,1199.0,,0,12000.0,12000.0,110.0,110.0,140.0,140.0,10.0,10.0,5,5,Asia,India,Budget
634-0,634,Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,170,petrol,1199.0,,0,9200.0,9200.0,86.0,86.0,113.0,113.0,13.5,13.5,5,5,Asia,India,Budget
635-0,635,Tata Motors,Nano GenX,624cc MPFI,105,petrol,624.0,,0,4000.0,4000.0,37.0,37.0,51.0,51.0,29.0,29.0,4,4,Asia,India,Budget
636-0,636,Tata Motors,Indica eV2,1.4L CR4 Diesel,155,diesel,1396.0,,0,6200.0,6200.0,70.0,70.0,140.0,140.0,16.0,16.0,5,5,Asia,India,Budget
637-0,637,Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,140,petrol,1193.0,,0,5000.0,5000.0,65.0,65.0,100.0,100.0,16.0,16.0,5,5,Asia,India,Budget
638-0,638,Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,170,petrol,1199.0,,0,9400.0,9400.0,86.0,86.0,113.0,113.0,13.0,13.0,5,5,Asia,India,Budget
639-0,639,Tata Motors,Tigor EV,Permanent Magnet Synchronous,120,electric,,26.0,0,14500.0,14500.0,74.0,74.0,114.0,114.0,5.7,5.7,5,5,Asia,India,Budget
640-0,640,Tata Motors,Zest,1.3L Quadrajet Diesel,165,diesel,1248.0,,0,8700.0,8700.0,75.0,75.0,190.0,190.0,15.0,15.0,5,5,Asia,India,Budget
640-1,640,Tata Motors,Zest,1.2L Revotron Petrol,165,petrol,1199.0,,1,8700.0,8700.0,90.0,90.0,140.0,140.0,15.0,15.0,5,5,Asia,India,Budget
641-0,641,Tata Motors,Indigo eCS,1.4L CR4 Diesel,155,diesel,1396.0,,0,6500.0,6500.0,70.0,70.0,140.0,140.0,16.5,16.5,5,5,Asia,India,Budget
642-0,642,Cadillac,Escalade,6.2L v8 Gasoline,210,petrol,6200.0,,0,79295.0,79295.0,420.0,420.0,624.0,624.0,6.8,6.8,7,7,North America,United States,Premium
643-0,643,Tata Motors,Indigo Marina,1.4L CR4 Diesel,150,diesel,1396.0,,0,8300.0,8300.0,70.0,70.0,135.0,135.0,17.0,17.0,5,5,Asia,India,Budget
643-1,643,Tata Motors,Indigo Marina,1.4L Petrol,150,petrol,1396.0,,1,8300.0,8300.0,85.0,85.0,115.0,115.0,17.0,17.0,5,5,Asia,India,Budget
644-0,644,Tata Motors,Manza,1.3L Quadrajet Diesel,160,diesel,1248.0,,0,9000.0,9000.0,75.0,75.0,200.0,200.0,14.0,14.0,5,5,Asia,India,Budget
644-1,644,Tata Motors,Manza,1.4L Petrol,160,petrol,1368.0,,1,9000.0,9000.0,90.0,90.0,115.0,115.0,14.0,14.0,5,5,Asia,India,Budget
645-0,645,Tata Motors,Indigo LX,1.4L CR4 Diesel,150,diesel,1396.0,,0,7000.0,7000.0,70.0,70.0,140.0,140.0,17.0,17.0,5,5,Asia,India,Budget
646-0,646,Tata Motors,Indigo GLX,1.4L MPFI Petrol,160,petrol,1396.0,,0,7200.0,7200.0,85.0,85.0,115.0,115.0,15.0,15.0,5,5,Asia,India,Budget
647-0,647,Cadillac,Escalade ESV,6.2L v8 Gasoline,205,petrol,6200.0,,0,82295.0,82295.0,420.0,420.0,624.0,624.0,6.9,6.9,7,7,North America,United States,Premium
648-0,648,Tata Motors,Nexon,1.2L Turbo Petrol,180,petrol,1199.0,,0,14000.0,14000.0,118.0,118.0,170.0,170.0,10.0,10.0,5,5,Asia,India,Budget
648-1,648,Tata Motors,Nexon,1.5L Diesel,180,diesel,1497.0,,1,14000.0,14000.0,110.0,110.0,260.0,260.0,10.0,10.0,5,5,Asia,India,Budget
649-0,649,Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,140,electric,,40.5,0,25000.0,25000.0,143.0,143.0,250.0,250.0,9.0,9.0,5,5,Asia,India,Budget
650-0,650,Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,180,diesel,1956.0,,0,23000.0,23000.0,168.0,168.0,350.0,350.0,11.0,11.0,5,5,Asia,India,Budget
651-0,651,Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,180,diesel,1956.0,,0,25500.0,25500.0,168.0,168.0,350.0,350.0,11.0,11.0,7,7,Asia,India,Midrange
652-0,652,Tata Motors,Punch,1.2L Revotron Petrol,160,petrol,1199.0,,0,10500.0,10500.0,86.0,86.0,113.0,113.0,16.0,16.0,5,5,Asia,India,Budget
653-0,653,Tata Motors,Hexa,2.2L Varicor Diesel,180,diesel,2179.0,,0,20000.0,20000.0,154.0,154.0,400.0,400.0,12.0,12.0,7,7,Asia,India,Budget
654-0,654,Tata Motors,Aria,2.2L Dicor Diesel,162,diesel,2179.0,,0,19000.0,19000.0,138.0,138.0,320.0,320.0,13.0,13.0,7,7,Asia,India,Budget
655-0,655,Tata Motors,Sumo Gold,3.0L CR4 Diesel,125,diesel,2956.0,,0,15000.0,15000.0,85.0,85.0,250.0,250.0,17.6,17.6,7,7,Asia,India,Budget
656-0,656,Tata Motors,Sumo Grande,2.2L Dicor Diesel,140,diesel,2179.0,,0,16500.0,16500.0,118.0,118.0,250.0,250.0,15.0,15.0,7,7,Asia,India,Budget
657-0,657,Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,120,electric,,30.2,0,22000.0,22000.0,129.0,129.0,245.0,245.0,9.4,9.4,5,5,Asia,India,Budget
659-0,659,Tesla,Model S,Dual Electric Motors,250,electric,,100.0,0,88490.0,88490.0,670.0,670.0,967.0,967.0,3.1,3.1,5,5,North America,United States,Premium
660-0,660,Tesla,Model S Plaid,Tri Electric Motors,322,electric,,100.0,0,108490.0,108490.0,1020.0,1020.0,1400.0,1400.0,2.1,2.1,5,5,North America,United States,Luxury
661-0,661,Tesla,Model 3,Single Electric Motor (RWD),225,electric,,60.0,0,40240.0,40240.0,283.0,283.0,420.0,420.0,5.8,5.8,5,5,North America,United States,Midrange
662-0,662,Tesla,Model 3 Performance,Dual Electric Motors (AWD),261,electric,,82.0,0,53240.0,53240.0,450.0,450.0,660.0,660.0,3.1,3.1,5,5,North America,United States,Premium
663-0,663,Tesla,Model X,Dual Electric Motors (AWD),250,electric,,100.0,0,98490.0,98490.0,670.0,670.0,967.0,967.0,3.8,3.8,7,7,North America,United States,Premium
664-0,664,Tesla,Model X Plaid,Tri Electric Motors,262,electric,,100.0,0,113490.0,113490.0,1020.0,1020.0,1400.0,1400.0,2.6,2.6,6,6,North America,United States,Luxury
665-0,665,Tesla,Model Y,Single Electric Motor (RWD),217,electric,,75.0,0,47490.0,47490.0,346.0,346.0,498.0,498.0,5.0,5.0,5,5,North America,United States,Midrange
666-0,666,Tesla,Model Y Long Range,Dual Electric Motors (AWD),217,electric,,82.0,0,50490.0,50490.0,384.0,384.0,559.0,559.0,4.8,4.8,5,5,North America,United States,Premium
667-0,667,Tesla,Cybertruck,Tri Electric Motors,209,electric,,200.0,0,69900.0,69900.0,800.0,800.0,1355.0,1355.0,2.9,2.9,6,6,North America,United States,Premium
668-0,668,Tesla,Roadster 2,Quad Electric Motors,402,electric,,200.0,0,200000.0,200000.0,1288.0,1288.0,10000.0,10000.0,1.9,1.9,4,4,North America,United States,Luxury
669-0,669,Jeep,Wrangler,3.6L v6 Pentastar Gasoline,180,petrol,3600.0,,0,35195.0,35195.0,285.0,285.0,353.0,353.0,6.8,6.8,4,4,North America,United States,Midrange
670-0,670,Jeep,Wrangler Rubicon,2.0L Turbo i4 Gasoline,180,petrol,2000.0,,0,42100.0,42100.0,270.0,270.0,400.0,400.0,7.1,7.1,4,4,North America,United States,Midrange
671-0,671,Jeep,Grand Cherokee,3.6L v6 Pentastar Gasoline,209,petrol,3600.0,,0,41530.0,41530.0,293.0,293.0,352.0,352.0,7.0,7.0,5,5,North America,United States,Midrange
672-0,672,Jeep,Grand Cherokee L,3.6L v6 Pentastar Gasoline,209,petrol,3600.0,,0,43530.0,43530.0,293.0,293.0,352.0,352.0,7.2,7.2,7,7,North America,United States,Midrange
673-0,673,Jeep,Cherokee,2.4L i4 Tigershark Gasoline,195,petrol,2400.0,,0,37695.0,37695.0,180.0,180.0,230.0,230.0,8.5,8.5,5,5,North America,United States,Midrange
674-0,674,Jeep,Compass,2.0L Turbo Gasoline,200,petrol,2000.0,,0,31590.0,31590.0,200.0,200.0,320.0,320.0,7.8,7.8,5,5,North America,United States,Midrange
675-0,675,Jeep,Renegade,1.3L Turbo i4 Gasoline,200,petrol,1300.0,,0,28345.0,28345.0,177.0,177.0,285.0,285.0,8.7,8.7,5,5,North America,United States,Midrange
676-0,676,Jeep,Gladiator,3.6L v6 Pentastar Gasoline,177,petrol,3600.0,,0,38775.0,38775.0,285.0,285.0,353.0,353.0,8.1,8.1,5,5,North America,United States,Midrange
677-0,677,Jeep,Wagoneer,5.7L v8 Gasoline with eTorque,190,petrol,5700.0,,0,63595.0,63595.0,392.0,392.0,548.0,548.0,7.4,7.4,8,8,North America,United States,Premium
678-0,678,Jeep,Grand Wagoneer,6.4L v8 Gasoline,190,petrol,6400.0,,0,91495.0,91495.0,471.0,471.0,617.0,617.0,6.0,6.0,8,8,North America,United States,Premium
679-0,679,Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,210,hybrid,,17.3,0,59865.0,59865.0,375.0,375.0,637.0,637.0,6.0,6.0,5,5,North America,United States,Premium
680-0,680,Jeep,Wrangler 4xe,2.0L Turbo PHEV,180,hybrid,,17.3,0,50695.0,50695.0,375.0,375.0,637.0,637.0,6.4,6.4,5,5,North America,United States,Premium
681-0,681,Jeep,Compass 4xe,1.3L Turbo PHEV,200,hybrid,,11.4,0,46500.0,46500.0,240.0,240.0,270.0,270.0,7.3,7.3,5,5,North America,United States,Midrange
682-0,682,Jeep,Renegade 4xe,1.3L Turbo PHEV,200,hybrid,,11.4,0,44500.0,44500.0,240.0,240.0,270.0,270.0,7.5,7.5,5,5,North America,United States,Midrange
683-0,683,Mazda,Mazda2,1.5L 4-Cylinder,180,petrol,1500.0,,0,-20000.0,17000.0,108.0,108.0,142.0,142.0,10.2,10.2,5,5,Asia,Japan,Budget
684-0,684,Jeep,Wagoneer S (Electric),Dual Electric Motors,177,electric,,100.0,0,80000.0,80000.0,600.0,600.0,850.0,850.0,4.5,4.5,5,5,North America,United States,Premium
685-0,685,Jeep,Gladiator Mojave Edition,3.6L v6 Pentastar Gasoline,177,petrol,3600.0,,0,51570.0,51570.0,285.0,285.0,353.0,353.0,8.6,8.6,5,5,North America,United States,Premium
686-0,686,Jeep,Grand Cherokee Summit Reserve,5.7L v8 Gasoline,190,petrol,5700.0,,0,66575.0,66575.0,357.0,357.0,529.0,529.0,7.3,7.3,5,5,North America,United States,Premium
687-0,687,Jeep,Jeep Cherokee X Edition,3.2L v6 Pentastar Gasoline,195,petrol,3200.0,,0,41295.0,41295.0,271.0,271.0,324.0,324.0,7.6,7.6,5,5,North America,United States,Midrange
688-0,688,Jeep,Wrangler 392,6.4L v8 HEMI Gasoline,160,petrol,6400.0,,0,82495.0,82495.0,470.0,470.0,637.0,637.0,4.5,4.5,4,4,North America,United States,Premium
689-0,689,Cadillac,XT4,2.0L Turbo inline-4 Gasoline,220,petrol,2000.0,,0,37490.0,37490.0,235.0,235.0,350.0,350.0,7.6,7.6,5,5,North America,United States,Midrange
690-0,690,Cadillac,XT5,3.6L v6 Gasoline,210,petrol,3600.0,,0,44195.0,44195.0,310.0,310.0,366.0,366.0,6.5,6.5,5,5,North America,United States,Midrange
691-0,691,Cadillac,XT6,3.6L v6 Gasoline,210,petrol,3600.0,,0,48595.0,48595.0,310.0,310.0,366.0,366.0,6.9,6.9,7,7,North America,United States,Midrange
692-0,692,Cadillac,Lyriq EV,Single Electric Motor,190,electric,,100.0,0,58590.0,58590.0,340.0,340.0,440.0,440.0,5.7,5.7,5,5,North America,United States,Premium
693-0,693,Cadillac,Escalade V,6.2L Supercharged v8 Gasoline,200,petrol,6200.0,,0,149990.0,149990.0,682.0,682.0,885.0,885.0,4.4,4.4,7,7,North America,United States,Luxury
694-0,694,Cadillac,Escalade Platinum,6.2L v8 Gasoline,210,petrol,6200.0,,0,104595.0,104595.0,420.0,420.0,624.0,624.0,6.8,6.8,7,7,North America,United States,Luxury
695-0,695,Cadillac,CT5-V Blackwing,6.2L Supercharged v8 Gasoline,320,petrol,6200.0,,0,92000.0,92000.0,668.0,668.0,893.0,893.0,3.4,3.4,5,5,North America,United States,Premium
696-0,696,Cadillac,CT4-V Blackwing,3.6L Twin-Turbo v6 Gasoline,290,petrol,3600.0,,0,60495.0,60495.0,472.0,472.0,603.0,603.0,3.9,3.9,5,5,North America,United States,Premium
697-0,697,Cadillac,XT4 Sport,2.0L Turbo inline-4 Gasoline,220,petrol,2000.0,,0,41390.0,41390.0,235.0,235.0,350.0,350.0,7.4,7.4,5,5,North America,United States,Midrange
698-0,698,Cadillac,XT5 Sport,3.6L v6 Gasoline,210,petrol,3600.0,,0,51095.0,51095.0,310.0,310.0,366.0,366.0,6.5,6.5,5,5,North America,United States,Premium
699-0,699,Cadillac,XT6 Sport,3.6L v6 Gasoline,210,petrol,3600.0,,0,57095.0,57095.0,310.0,310.0,366.0,366.0,6.9,6.9,7,7,North America,United States,Premium
700-0,700,Cadillac,Lyriq Launch Edition,Single Electric Motor,190,electric,,100.0,0,59990.0,59990.0,340.0,340.0,440.0,440.0,5.7,5.7,5,5,North America,United States,Premium
701-0,701,Cadillac,Lyriq EV Premium,Dual Electric Motors,210,electric,,100.0,0,64990.0,64990.0,500.0,500.0,620.0,620.0,4.5,4.5,5,5,North America,United States,Premium
702-0,702,Cadillac,CT5 Premium Luxury,2.0L Turbo inline-4 Gasoline,240,petrol,2000.0,,0,41290.0,41290.0,237.0,237.0,350.0,350.0,6.8,6.8,5,5,North America,United States,Midrange
703-0,703,Chevrolet,Spark,1.4L inline-4 Gasoline,180,petrol,1400.0,,0,14595.0,14595.0,98.0,98.0,127.0,127.0,10.7,10.7,5,5,North America,United States,Budget
704-0,704,Chevrolet,Sonic,1.4L Turbo inline-4 Gasoline,190,petrol,1400.0,,0,16720.0,16720.0,138.0,138.0,200.0,200.0,8.5,8.5,5,5,North America,United States,Budget
705-0,705,Chevrolet,Malibu,1.5L Turbo inline-4 Gasoline,210,petrol,1500.0,,0,25000.0,25000.0,160.0,160.0,250.0,250.0,8.0,8.0,5,5,North America,United States,Budget
706-0,706,Chevrolet,Camaro,2.0L Turbo inline-4 Gasoline,240,petrol,2000.0,,0,26400.0,26400.0,275.0,275.0,400.0,400.0,5.4,5.4,4,4,North America,United States,Midrange
707-0,707,Chevrolet,Corvette,6.2L v8 Gasoline,312,petrol,6200.0,,0,65895.0,65895.0,495.0,495.0,637.0,637.0,3.0,3.0,2,2,North America,United States,Premium
708-0,708,Chevrolet,Traverse,3.6L v6 Gasoline,210,petrol,3600.0,,0,35915.0,35915.0,310.0,310.0,360.0,360.0,7.0,7.0,7,7,North America,United States,Midrange
709-0,709,Chevrolet,Equinox,1.5L Turbo inline-4 Gasoline,200,petrol,1500.0,,0,26600.0,26600.0,170.0,170.0,275.0,275.0,8.9,8.9,5,5,North America,United States,Midrange
710-0,710,Chevrolet,Blazer,3.6L v6 Gasoline,220,petrol,3600.0,,0,44000.0,44000.0,308.0,308.0,366.0,366.0,6.6,6.6,5,5,North America,United States,Midrange
711-0,711,Chevrolet,Tahoe,5.3L v8 Gasoline,200,petrol,5300.0,,0,56995.0,56995.0,355.0,355.0,519.0,519.0,7.5,7.5,7,7,North America,United States,Premium
712-0,712,Chevrolet,Suburban,5.3L v8 Gasoline,190,petrol,5300.0,,0,59900.0,59900.0,355.0,355.0,519.0,519.0,7.6,7.6,8,8,North America,United States,Premium
713-0,713,Chevrolet,Colorado,2.7L Turbo inline-4 Gasoline,190,petrol,2700.0,,0,30695.0,30695.0,310.0,310.0,583.0,583.0,6.8,6.8,5,5,North America,United States,Midrange
714-0,714,Chevrolet,Silverado 1500,5.3L v8 Gasoline,180,petrol,5300.0,,0,42795.0,42795.0,355.0,355.0,519.0,519.0,7.0,7.0,6,6,North America,United States,Midrange
715-0,715,Chevrolet,Silverado 2500HD,6.6L v8 Gasoline,170,petrol,6600.0,,0,41500.0,41500.0,401.0,401.0,629.0,629.0,8.0,8.0,6,6,North America,United States,Midrange
716-0,716,Chevrolet,Silverado 3500HD,6.6L v8 Diesel,160,diesel,6600.0,,0,45500.0,45500.0,445.0,445.0,1234.0,1234.0,8.5,8.5,6,6,North America,United States,Midrange
717-0,717,Chevrolet,Bolt EV,Single Electric Motor,150,electric,,66.0,0,27495.0,27495.0,200.0,200.0,360.0,360.0,6.5,6.5,5,5,North America,United States,Midrange
718-0,718,Chevrolet,Bolt EUV,Single Electric Motor,150,electric,,66.0,0,28795.0,28795.0,200.0,200.0,360.0,360.0,7.0,7.0,5,5,North America,United States,Midrange
719-0,719,Chevrolet,Trailblazer,1.3L Turbo inline-3 Gasoline,200,petrol,1300.0,,0,23100.0,23100.0,155.0,155.0,236.0,236.0,9.4,9.4,5,5,North America,United States,Budget
720-0,720,Chevrolet,Malibu Premier,2.0L Turbo inline-4 Gasoline,240,petrol,2000.0,,0,33500.0,33500.0,250.0,250.0,353.0,353.0,5.8,5.8,5,5,North America,United States,Midrange
721-0,721,Chevrolet,Camaro ZL1,6.2L Supercharged v8 Gasoline,318,petrol,6200.0,,0,67300.0,67300.0,650.0,650.0,881.0,881.0,3.5,3.5,4,4,North America,United States,Premium
722-0,722,Chevrolet,Corvette Stingray,6.2L v8 Gasoline,312,petrol,6200.0,,0,65895.0,65895.0,495.0,495.0,637.0,637.0,3.0,3.0,2,2,North America,United States,Premium
723-0,723,Chevrolet,Silverado 1500 High Country,5.3L v8 Gasoline,180,petrol,5300.0,,0,61595.0,61595.0,355.0,355.0,519.0,519.0,7.0,7.0,6,6,North America,United States,Premium
724-0,724,Chevrolet,Silverado 1500 Trail Boss,5.3L v8 Gasoline,180,petrol,5300.0,,0,55895.0,55895.0,355.0,355.0,519.0,519.0,7.0,7.0,6,6,North America,United States,Premium
725-0,725,Chevrolet,Silverado 1500 RST,5.3L v8 Gasoline,180,petrol,5300.0,,0,50895.0,50895.0,355.0,355.0,519.0,519.0,7.1,7.1,6,6,North America,United States,Premium
726-0,726,Chevrolet,Colorado ZR2,2.8L Turbo Diesel i4,160,diesel,2800.0,,0,48295.0,48295.0,181.0,181.0,500.0,500.0,9.1,9.1,5,5,North America,United States,Midrange
727-0,727,Chevrolet,Traverse Premier,3.6L v6 Gasoline,210,petrol,3600.0,,0,46600.0,46600.0,310.0,310.0,360.0,360.0,7.0,7.0,7,7,North America,United States,Midrange
728-0,728,Chevrolet,Equinox Premier,1.5L Turbo inline-4 Gasoline,200,petrol,1500.0,,0,33400.0,33400.0,170.0,170.0,275.0,275.0,8.8,8.8,5,5,North America,United States,Midrange
729-0,729,Chevrolet,Blazer RS,3.6L v6 Gasoline,220,petrol,3600.0,,0,48900.0,48900.0,308.0,308.0,366.0,366.0,6.6,6.6,5,5,North America,United States,Midrange
730-0,730,Chevrolet,Bolt EV 2LT,Single Electric Motor,150,electric,,66.0,0,28795.0,28795.0,200.0,200.0,360.0,360.0,6.7,6.7,5,5,North America,United States,Midrange
731-0,731,Chevrolet,Camaro SS,6.2L v8 Gasoline,290,petrol,6200.0,,0,43500.0,43500.0,455.0,455.0,617.0,617.0,4.3,4.3,4,4,North America,United States,Midrange
732-0,732,Chevrolet,Corvette Grand Sport,6.2L v8 Gasoline,290,petrol,6200.0,,0,65900.0,65900.0,460.0,460.0,630.0,630.0,3.9,3.9,2,2,North America,United States,Premium
733-0,733,Chevrolet,Traverse RS,3.6L v6 Gasoline,210,petrol,3600.0,,0,43700.0,43700.0,310.0,310.0,360.0,360.0,7.0,7.0,7,7,North America,United States,Midrange
734-0,734,Chevrolet,Blazer Premier,3.6L v6 Gasoline,220,petrol,3600.0,,0,45000.0,45000.0,308.0,308.0,366.0,366.0,6.6,6.6,5,5,North America,United States,Midrange
735-0,735,Chevrolet,Malibu LT,1.5L Turbo inline-4 Gasoline,210,petrol,1500.0,,0,25800.0,25800.0,160.0,160.0,250.0,250.0,8.5,8.5,5,5,North America,United States,Midrange
736-0,736,Chevrolet,Spark Activ,1.4L inline-4 Gasoline,180,petrol,1400.0,,0,17595.0,17595.0,98.0,98.0,127.0,127.0,11.0,11.0,5,5,North America,United States,Budget
737-0,737,Chevrolet,Trax LT,1.2L Turbo inline-3 Gasoline,200,petrol,1200.0,,0,24100.0,24100.0,137.0,137.0,220.0,220.0,9.2,9.2,5,5,North America,United States,Budget
738-0,738,Chevrolet,Equinox LT,1.5L Turbo inline-4 Gasoline,200,petrol,1500.0,,0,28400.0,28400.0,170.0,170.0,275.0,275.0,8.9,8.9,5,5,North America,United States,Midrange
739-0,739,Chevrolet,Silverado 3500HD High Country,6.6L v8 Diesel,160,diesel,6600.0,,0,75700.0,75700.0,445.0,445.0,1234.0,1234.0,8.5,8.5,6,6,North America,United States,Premium
740-0,740,Chevrolet,Colorado WT,2.7L Turbo inline-4 Gasoline,190,petrol,2700.0,,0,29200.0,29200.0,310.0,310.0,583.0,583.0,6.9,6.9,5,5,North America,United States,Midrange
741-0,741,Chevrolet,Suburban High Country,6.2L v8 Gasoline,200,petrol,6200.0,,0,82400.0,82400.0,420.0,420.0,624.0,624.0,7.0,7.0,8,8,North America,United States,Premium
742-0,742,Chevrolet,Silverado Custom,4.3L v6 Gasoline,180,petrol,4300.0,,0,33900.0,33900.0,285.0,285.0,413.0,413.0,8.5,8.5,6,6,North America,United States,Midrange
743-0,743,Chevrolet,Spark LS,1.4L inline-4 Gasoline,180,petrol,1400.0,,0,14395.0,14395.0,98.0,98.0,127.0,127.0,10.9,10.9,5,5,North America,United States,Budget
744-0,744,Chevrolet,Traverse LT,3.6L v6 Gasoline,210,petrol,3600.0,,0,37200.0,37200.0,310.0,310.0,360.0,360.0,7.1,7.1,7,7,North America,United States,Midrange
745-0,745,Chevrolet,Blazer LT,2.5L inline-4 Gasoline,200,petrol,2500.0,,0,36100.0,36100.0,193.0,193.0,255.0,255.0,9.0,9.0,5,5,North America,United States,Midrange
